Event name,Event type,Event region,Student token,Student state,Attendance State,Attended,Current situation,Institution,Qualification,Year of study,Final year?,Region interests,Created at
CV (part 1),Career Bootcamp,Wellington,68648093780d4421e0d9628affcfd569,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(hons) in software engineering,1,FALSE,Wellington,2017-03-12 12:40:34 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,98c39b88b6bb3a85a536e5e8b5afad8d,hidden,registered,TRUE,studying,Victoria University of Wellington,(BE Hons) Electronics and computer systems,3,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-12 15:08:11 +1300
CV (part 1),Career Bootcamp,Wellington,98c39b88b6bb3a85a536e5e8b5afad8d,hidden,late_withdrawal,FALSE,studying,Victoria University of Wellington,(BE Hons) Electronics and computer systems,3,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-12 15:08:23 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,5d2cfdcf4949c1f1fbe78f0f98b91091,available,registered,TRUE,studying,Victoria University of Wellington,BDI Majoring in Media Design,3,TRUE,Wellington,2017-03-12 15:22:52 +1300
CV (part 1),Career Bootcamp,Wellington,5d2cfdcf4949c1f1fbe78f0f98b91091,available,registered,TRUE,studying,Victoria University of Wellington,BDI Majoring in Media Design,3,TRUE,Wellington,2017-03-12 15:24:03 +1300
CV (Part 2),Career Bootcamp,Wellington,5d2cfdcf4949c1f1fbe78f0f98b91091,available,registered,TRUE,studying,Victoria University of Wellington,BDI Majoring in Media Design,3,TRUE,Wellington,2017-03-12 15:25:12 +1300
CV (part 1),Career Bootcamp,Wellington,5564c68ef567a957124ff0ea35c8b0a5,preparing,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) in Mechatronics,1,TRUE,Wellington,2017-03-12 18:06:34 +1300
CV (Part 2),Career Bootcamp,Wellington,5564c68ef567a957124ff0ea35c8b0a5,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Mechatronics,1,TRUE,Wellington,2017-03-12 18:06:46 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,5564c68ef567a957124ff0ea35c8b0a5,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Mechatronics,1,TRUE,Wellington,2017-03-12 18:07:04 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,f9dfa9e82eb13499372b22949cb385da,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,1,TRUE,,2017-03-12 20:22:33 +1300
Summer of Biz Launch!,Career Bootcamp,Wellington,f9dfa9e82eb13499372b22949cb385da,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,1,TRUE,,2017-03-12 20:23:33 +1300
CV (Part 2),Career Bootcamp,Wellington,68648093780d4421e0d9628affcfd569,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(hons) in software engineering,1,FALSE,Wellington,2017-03-12 20:24:43 +1300
CV (part 1),Career Bootcamp,Wellington,f9dfa9e82eb13499372b22949cb385da,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,1,TRUE,,2017-03-12 20:24:50 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,f9dfa9e82eb13499372b22949cb385da,preparing,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,1,TRUE,,2017-03-12 20:25:13 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,cb1faa91d703692d0161422cd7159882,available,registered,TRUE,graduated,Victoria University of Wellington,Master in Design Innovation,5,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-03-12 22:19:45 +1300
CV (part 1),Career Bootcamp,Wellington,cb1faa91d703692d0161422cd7159882,available,registered,TRUE,graduated,Victoria University of Wellington,Master in Design Innovation,5,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-03-12 22:20:18 +1300
CV (Part 2),Career Bootcamp,Wellington,cb1faa91d703692d0161422cd7159882,available,registered,TRUE,graduated,Victoria University of Wellington,Master in Design Innovation,5,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-03-12 22:20:42 +1300
CV (part 1),Career Bootcamp,Wellington,d5172599c25bfb827f385aefb3cade02,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-13 00:45:40 +1300
CV (Part 2),Career Bootcamp,Wellington,d5172599c25bfb827f385aefb3cade02,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-13 00:47:12 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,2c11d1e17eac4d0d2df0d9e74b6fdf08,available,registered,FALSE,studying,Wellington ICT Graduate School (WICTGS),Masters in Software Development,1,TRUE,PalmerstonNorth,2017-03-13 09:24:32 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,59da954830340f0bdc3396abe96350a2,preparing,registered,FALSE,studying,Victoria University of Wellington,Bacholar of Engineering - Network Engineering,1,FALSE,"Wellington, Auckland",2017-03-13 10:08:07 +1300
Accelerated Learning,Career Bootcamp,Wellington,07e2acddc46d1941d7dd40023ca31541,preparing,registered,FALSE,studying,Victoria University of Wellington,"BSc, Double Major in Information Systems & Statistics",2,FALSE,Wellington,2017-03-13 12:16:21 +1300
CV (Part 2),Career Bootcamp,Auckland,958254a6826b18c319118eb8e840b7e4,available,registered,FALSE,graduated,AMES - The Institute of IT,Diploma in  Distributed Software Development,1,TRUE,Auckland,2017-03-13 12:20:58 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,bd4591733d1a8e29d7f12618f9eb5d7f,available,registered,FALSE,graduated,Enspiral Dev Academy,Full Stack Web Developer,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, New Plymouth, PalmerstonNorth, Tauranga, Wellington",2017-03-13 12:27:16 +1300
SoT2017 Dunedin Kickoff,Career Bootcamp,Dunedin,6a51d60a2c79af25f2f21a330dc996b0,hidden,registered,TRUE,studying,University of Otago,Bsc in Computer Science/BCom in InfoSys,3,FALSE,,2017-03-13 12:30:40 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,974823f354b438c61cff8bae52e7d62f,preparing,registered,TRUE,studying,Victoria University of Wellington,SWEN,1,FALSE,Wellington,2017-03-13 12:39:33 +1300
Accelerated Learning,Career Bootcamp,Wellington,974823f354b438c61cff8bae52e7d62f,preparing,registered,TRUE,studying,Victoria University of Wellington,SWEN,1,FALSE,Wellington,2017-03-13 12:40:35 +1300
CV (part 1),Career Bootcamp,Wellington,974823f354b438c61cff8bae52e7d62f,preparing,registered,TRUE,studying,Victoria University of Wellington,SWEN,1,FALSE,Wellington,2017-03-13 12:41:43 +1300
CV (Part 2),Career Bootcamp,Wellington,974823f354b438c61cff8bae52e7d62f,preparing,registered,TRUE,studying,Victoria University of Wellington,SWEN,1,FALSE,Wellington,2017-03-13 12:42:36 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,974823f354b438c61cff8bae52e7d62f,preparing,registered,FALSE,studying,Victoria University of Wellington,SWEN,1,FALSE,Wellington,2017-03-13 12:42:42 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,a856497f776c4cd7254258528138753a,preparing,late_withdrawal,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,,2017-03-13 12:59:49 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,32bdec49bfc54c97aab2fdeb75f95959,preparing,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering with Honours Majoring in Electronic and Computer Systems Engineering ,1,FALSE,Wellington,2017-03-13 14:30:55 +1300
Summer of Biz Launch!,Career Bootcamp,Wellington,45c3c36d7e17add58868a6eaa5502f63,hidden,registered,FALSE,studying,Victoria University of Wellington,"BCom in Human Resources, and Psychology",3,TRUE,"Christchurch, Wellington",2017-03-13 14:37:52 +1300
Accelerated Learning,Career Bootcamp,Wellington,a57f1c0a54caf09d1682d99143d5a127,available,registered,TRUE,graduated,Victoria University of Wellington,BSc(Hons) in Computer Science,1,TRUE,Wellington,2017-03-13 15:03:54 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,a57f1c0a54caf09d1682d99143d5a127,available,registered,TRUE,graduated,Victoria University of Wellington,BSc(Hons) in Computer Science,1,TRUE,Wellington,2017-03-13 15:04:14 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,e7e81f6e5d636b834531973428423dea,available,registered,FALSE,studying,Victoria University of Wellington,BEHONS majoring in Software Engineering,1,FALSE,"New Plymouth, Wellington",2017-03-13 15:18:57 +1300
Accelerated Learning,Career Bootcamp,Wellington,42758b5055652078ef6928cef48ceb62,available,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering (Hons) in Software Engineering,1,FALSE,Wellington,2017-03-13 15:19:41 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,42758b5055652078ef6928cef48ceb62,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering (Hons) in Software Engineering,1,FALSE,Wellington,2017-03-13 15:19:50 +1300
CV (part 1),Career Bootcamp,Auckland,506d75ecf2a6904b0f278c4eada4c1dc,hidden,registered,TRUE,graduated,Unitec Institute of Technology,Graduate Diploma in Computing (Business Intelligence),1,TRUE,,2017-03-13 15:22:03 +1300
Summer of Biz Launch!,Career Bootcamp,Wellington,84dede8584a5accc52c92b8478769db2,hidden,registered,FALSE,studying,Victoria University of Wellington,BCom in Marketing and Management,3,FALSE,Wellington,2017-03-13 15:36:28 +1300
Summer of Biz Launch!,Career Bootcamp,Wellington,956da52c1e1dfe6f59fcd0c6c1a331b7,hidden,registered,FALSE,studying,Victoria University of Wellington,BCOM in Marketing and Commercial Law,3,TRUE,"Auckland, Christchurch, Wellington",2017-03-13 15:43:00 +1300
CV (part 1),Career Bootcamp,Auckland,9a67e36c7de2df5d7232879aacab695b,available,registered,FALSE,studying,Auckland University,BSc/BCom in Computer Science & Information System,3,TRUE,Auckland,2017-03-13 15:53:18 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,ed716b22f2fc261b49e3cf98fdb4c65e,available,registered,FALSE,studying,Victoria University of Wellington,BEHon in Electronics and Computer Systems,3,FALSE,"Masterton, PalmerstonNorth, Wellington",2017-03-13 18:08:32 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,3715db7464c948c34ac7a614e66222a2,preparing,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,1,FALSE,Wellington,2017-03-13 18:28:12 +1300
Accelerated Learning,Career Bootcamp,Wellington,1b93b5f6dc666ceb0ee8529db494e0fa,available,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,3,FALSE,"Auckland, Wellington",2017-03-13 18:52:50 +1300
CV (part 1),Career Bootcamp,Wellington,9bed090ded7ccb5b68d3f3d9873823ba,preparing,registered,FALSE,studying,Victoria University of Wellington,BE Hons in Software Engineering,1,FALSE,Wellington,2017-03-13 18:55:16 +1300
Accelerated Learning,Career Bootcamp,Wellington,9bed090ded7ccb5b68d3f3d9873823ba,preparing,registered,TRUE,studying,Victoria University of Wellington,BE Hons in Software Engineering,1,FALSE,Wellington,2017-03-13 18:56:01 +1300
CV (Part 2),Career Bootcamp,Wellington,9bed090ded7ccb5b68d3f3d9873823ba,preparing,registered,FALSE,studying,Victoria University of Wellington,BE Hons in Software Engineering,1,FALSE,Wellington,2017-03-13 18:56:32 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,9bed090ded7ccb5b68d3f3d9873823ba,preparing,registered,FALSE,studying,Victoria University of Wellington,BE Hons in Software Engineering,1,FALSE,Wellington,2017-03-13 18:56:50 +1300
Accelerated Learning,Career Bootcamp,Wellington,6a766d073db480a298104176e53e3f96,available,registered,FALSE,graduated,Victoria University of Wellington,BCOM in Information Systems and Management,3,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, New Plymouth, PalmerstonNorth, Tauranga, Wellington",2017-03-13 19:00:28 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,9bed090ded7ccb5b68d3f3d9873823ba,preparing,registered,FALSE,studying,Victoria University of Wellington,BE Hons in Software Engineering,1,FALSE,Wellington,2017-03-13 19:06:50 +1300
Accelerated Learning,Career Bootcamp,Wellington,4935c6af3cc01feb0cf24cce64691ce4,hidden,registered,TRUE,graduated,Computer Power Plus,Diploma in Software Development/iOS techdegree ,1,TRUE,,2017-03-13 19:24:15 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,54e5361eb0c562c4654d4860b222ceb8,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,1,FALSE,Wellington,2017-03-13 19:24:22 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,4935c6af3cc01feb0cf24cce64691ce4,hidden,registered,TRUE,graduated,Computer Power Plus,Diploma in Software Development/iOS techdegree ,1,TRUE,,2017-03-13 19:25:18 +1300
Accelerated Learning,Career Bootcamp,Wellington,54e5361eb0c562c4654d4860b222ceb8,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,1,FALSE,Wellington,2017-03-13 19:26:12 +1300
Accelerated Learning,Career Bootcamp,Wellington,bf65e253c94ffbaa3fd18426f131e1cb,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science,3,TRUE,Wellington,2017-03-13 19:27:41 +1300
CV (part 1),Career Bootcamp,Wellington,54e5361eb0c562c4654d4860b222ceb8,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,1,FALSE,Wellington,2017-03-13 19:29:16 +1300
CV (Part 2),Career Bootcamp,Wellington,54e5361eb0c562c4654d4860b222ceb8,preparing,registered,FALSE,studying,Victoria University of Wellington,BE in Software Engineering,1,FALSE,Wellington,2017-03-13 19:33:00 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,54e5361eb0c562c4654d4860b222ceb8,preparing,registered,FALSE,studying,Victoria University of Wellington,BE in Software Engineering,1,FALSE,Wellington,2017-03-13 19:36:43 +1300
SoT2017 Whitireia Porirua Kickoff,Career Bootcamp,Wellington,bc7e79a016caa2f978ef817d107515fb,available,registered,FALSE,studying,Whitireia New Zealand,Postgraduate Diploma in Information Technology,1,TRUE,Wellington,2017-03-13 19:37:56 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,baf3b935c8d131f649878e091ea4a6c5,available,late_withdrawal,FALSE,graduated,Victoria University of Wellington,BSc in Computer Science,4,TRUE,"PalmerstonNorth, Wellington",2017-03-13 20:06:14 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,015ae639b7231524b8bfb567bacc1e1b,preparing,registered,TRUE,studying,Victoria University of Wellington,BE majoring in Software engineering ,1,FALSE,Wellington,2017-03-13 20:23:43 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,b53e76b9c7c649289b2d54d3b5c83631,preparing,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,,2017-03-13 20:24:09 +1300
CV (part 1),Career Bootcamp,Wellington,b53e76b9c7c649289b2d54d3b5c83631,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,,2017-03-13 20:27:02 +1300
CV (Part 2),Career Bootcamp,Wellington,b53e76b9c7c649289b2d54d3b5c83631,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,,2017-03-13 20:28:19 +1300
Accelerated Learning,Career Bootcamp,Wellington,015ae639b7231524b8bfb567bacc1e1b,preparing,registered,TRUE,studying,Victoria University of Wellington,BE majoring in Software engineering ,1,FALSE,Wellington,2017-03-13 20:28:43 +1300
CV (part 1),Career Bootcamp,Wellington,015ae639b7231524b8bfb567bacc1e1b,preparing,registered,FALSE,studying,Victoria University of Wellington,BE majoring in Software engineering ,1,FALSE,Wellington,2017-03-13 20:29:33 +1300
CV (Part 2),Career Bootcamp,Wellington,015ae639b7231524b8bfb567bacc1e1b,preparing,registered,FALSE,studying,Victoria University of Wellington,BE majoring in Software engineering ,1,FALSE,Wellington,2017-03-13 20:29:44 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,015ae639b7231524b8bfb567bacc1e1b,preparing,registered,FALSE,studying,Victoria University of Wellington,BE majoring in Software engineering ,1,FALSE,Wellington,2017-03-13 20:29:58 +1300
CV (part 1),Career Bootcamp,Auckland,039963f7eae62c9bfbbfb856595a4e40,available,registered,FALSE,studying,Massey University (Albany),BInfSci IT & min IS,6,TRUE,Auckland,2017-03-13 22:53:03 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,492f0a68dfabc1263a3a5af9de41512b,available,registered,TRUE,studying,Victoria University of Wellington,BE in software engineering,2,FALSE,"Dunedin, Wellington",2017-03-13 22:58:10 +1300
Intro to Summer of Tech (and How To Get a Job),Career Bootcamp,Wellington,d23d162c7ad128b68c6c1a22b21262a7,available,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,"New Plymouth, Wellington",2017-03-13 22:59:08 +1300
